20706,0
39493,0
28883,0
12133,0
123985,0
102678,0
10504,0
114674,0
114827,0
88051,0
51084,0
6022,0
23903,0
33220,0
84237,0
56683,0
8466,0
134801,0
94725,0
144993,0
22724,0
47572,0
130848,0
14299,0
117454,0
81824,0
1393,0
20768,0
128004,0
74775,0
112539,0
104774,0
80494,0
55315,0
114451,0
49399,0
25144,0
33658,0
2923,0
146855,0
16764,0
146228,0
43852,0
107908,0
7888,0
108604,0
123228,0
99901,0
58915,0
75935,0
112877,0
132944,0
21651,0
116755,0
70255,0
83196,0
30677,0
88183,0
110196,0
11245,0
70810,0
41712,0
22596,0
95980,0
74543,0
73240,0
88341,0
21514,0
110279,0
127865,0
105702,0
40792,0
111254,0
2301,0
123349,0
120016,0
26778,0
122831,0
138188,0
35080,0
118006,0
102514,0
17278,0
94131,0
137820,0
51781,0
112777,0
79552,0
87990,0
68451,0
20329,0
25452,0
144203,0
115307,0
3411,0
143098,0
106831,0
119645,0
28361,0
74288,0
92568,0
111977,0
115408,0
43401,0
72504,0
91316,0
59493,0
92481,0
103744,0
67365,0
52734,0
126126,0
121377,0
46036,0
95473,0
109299,0
31700,0
39201,0
144159,0
35701,0
135773,0
67865,0
7387,0
27084,0
71732,0
116222,0
142105,0
63967,0
93547,0
37150,0
87239,0
100637,0
87572,0
1383,0
109016,0
25104,0
114992,0
42067,0
84510,0
136074,0
10656,0
94458,0
24464,0
86459,0
14539,0
114436,0
116206,0
77403,0
28197,0
110523,0
110167,0
104696,0
15243,0
122223,0
21994,0
88636,0
54259,0
97916,0
2259,0
8398,0
138155,0
89280,0
140067,0
6858,0
4508,0
127290,0
33360,0
109682,0
14024,0
87394,0
103648,0
43280,0
13608,0
6557,0
6965,0
25435,0
105138,0
100899,0
52417,0
104259,0
91081,0
104729,0
81392,0
34526,0
69020,0
15878,0
46011,0
77332,0
68230,0
27132,0
126505,0
14139,0
127402,0
101680,0
12607,0
65221,0
60959,0
47487,0
142191,0
3988,0
69286,0
133833,0
1884,0
127631,0
128553,0
87330,0
31146,0
40732,0
46084,0
143009,0
63147,0
124517,0
121517,0
99745,0
105900,0
38766,0
78494,0
32972,0
30791,0
96690,0
74412,0
2850,0
31047,0
112636,0
100262,0
91024,0
136693,0
55021,0
25839,0
43658,0
5836,0
57431,0
65685,0
89562,0
54577,0
6409,0
145667,0
32071,0
