34870,24
56557,7
129112,8
63861,11
131717,9
23595,19
93002,5
136859,20
68574,1
119263,18
60572,23
118480,26
6522,2
20706,25
42237,21
142698,5
56025,12
118847,4
63763,19
133442,17
100344,22
82219,19
94060,21
39493,25
118250,2
50209,8
107050,15
75236,24
57576,16
26746,13
33174,14
47266,18
69886,16
62818,0
14506,23
29589,21
90655,6
84402,10
108343,7
15953,8
120035,10
46867,17
1338,1
10179,0
19834,17
137652,10
121324,17
110670,11
122652,5
147554,12
33632,26
145764,15
28883,25
53863,2
103634,5
42951,17
144360,10
43754,18
95986,26
90919,5
132960,24
141659,4
57518,4
136366,21
5119,18
35158,5
53251,16
107175,22
87759,12
37219,23
84768,6
49096,17
117892,2
36380,10
96509,24
119336,6
141369,9
97070,6
109425,9
120723,26
49506,23
64989,19
112267,11
83532,13
40869,21
12133,25
52724,16
123985,25
2720,20
112513,21
9504,12
143778,4
129472,19
40836,2
26431,17
63541,23
102678,25
71550,21
118215,21
64120,22
119578,7
133457,9
128439,6
55209,4
6458,26
10504,25
69418,5
72381,26
104639,0
72772,6
85923,3
127712,20
97582,4
79314,2
25380,17
77548,10
20263,11
36039,12
56224,5
71426,8
64966,17
74327,17
50483,21
106347,16
40881,8
86318,14
22613,20
142741,16
1289,6
39088,14
118779,14
59386,22
111296,3
49200,12
18056,3
72488,12
116788,9
35807,24
55705,8
75613,5
121120,11
129771,4
100741,6
46260,3
142559,9
114674,25
52944,19
114827,25
117730,11
87642,3
57968,5
51861,18
133108,22
136846,14
74438,3
108964,20
82864,18
131638,26
105986,10
105791,0
100576,10
56933,10
38482,0
125641,9
78394,1
108258,12
5137,8
75590,9
126147,26
111880,0
36494,4
97820,12
59393,17
39047,16
19709,5
54545,24
43404,26
88051,25
73698,4
51084,25
85276,23
16841,22
55697,26
98736,24
77724,8
105163,22
70120,11
90819,16
147456,0
61910,18
21234,19
95139,14
93110,20
9913,16
110993,24
58302,24
6022,25
23903,25
25891,26
64505,5
14161,22
50400,5
122765,3
92896,16
83147,19
111299,4
136771,20
142912,19
60926,7
75238,0
33220,25
72511,9
39319,0
136822,2
52906,1
12696,2
55998,18
126229,16
64810,22
51477,24
104847,8
113147,0
117167,13
110455,7
75261,11
84841,18
39824,15
84384,23
41319,13
12588,16
25805,16
26719,22
11748,23
72685,13
52825,20
84237,25
62707,13
20859,4
116729,19
54856,3
41465,12
25699,12
31082,7
96825,17
125509,26
79410,12
56683,25
116383,17
84901,26
140123,18
75576,12
8466,25
67863,20
91792,11
133657,24
110800,2
92971,10
45915,19
17743,10
68727,10
134801,25
94725,25
64895,5
60289,8
55450,19
123453,6
68138,26
22189,9
84437,6
53151,20
63596,22
91419,8
111679,1
66147,20
53538,16
68933,23
24918,21
59226,18
135294,1
69285,10
36753,14
97230,21
16198,1
136270,24
60953,9
51144,5
142135,13
103305,1
98918,24
72295,9
32596,21
3527,9
105706,7
101807,23
145771,1
5203,5
133268,4
99935,4
48879,14
41521,10
86146,21
105959,26
1825,5
835,7
22459,20
69234,14
64251,10
75009,10
110056,18
144993,25
2322,17
57662,3
3050,18
110876,15
114831,26
130780,12
131518,16
60958,19
33127,14
17752,21
112490,18
143389,9
82495,12
3578,3
16788,10
140329,17
25107,7
59807,4
30433,19
101212,7
22724,25
113830,21
36544,19
41307,26
100498,18
15974,13
61318,7
117118,9
111978,4
130343,18
4777,26
60762,21
51687,5
81053,4
53895,6
176,6
140559,11
95020,12
51379,15
57801,22
6531,5
79950,26
48306,20
24652,7
63000,26
102451,20
36169,20
15429,0
25315,18
26409,17
121094,10
42390,17
49703,26
18931,20
22184,21
19549,4
15465,15
42054,2
89831,18
112036,21
32754,2
70657,6
42661,10
47845,8
84349,8
12877,3
12786,17
47086,20
115360,9
37973,26
132650,20
44405,19
62890,9
124258,24
44711,22
18870,26
34811,24
2340,23
59208,4
41841,2
38373,13
121718,21
122943,15
95871,23
134856,22
3492,15
102412,24
75466,23
73946,4
86691,26
15248,24
89031,18
3720,6
129524,5
97683,3
25100,20
11790,26
3452,0
53945,6
20894,22
7388,14
127843,2
49469,3
21598,3
109777,19
130832,18
11217,9
75630,14
34592,7
125940,20
78455,26
114412,13
82946,10
53298,13
127086,13
876,23
47572,25
2912,19
95740,22
63130,21
78641,24
59113,15
121154,2
7785,22
145942,17
33366,21
96410,22
10922,4
130848,25
10185,20
147247,18
73495,0
119960,17
25505,3
18823,5
25977,24
29992,26
31114,4
139405,23
86811,19
11332,26
14637,13
8671,3
76465,10
91312,2
86594,16
14299,25
100039,7
17617,18
14393,13
83531,4
92517,6
134714,13
42113,26
37065,10
100728,4
65499,0
131313,1
114470,2
34065,15
77631,23
7170,21
33589,13
58609,4
71053,12
3094,26
80148,1
37053,22
113916,6
47344,20
140869,7
7050,19
80953,12
125826,16
10598,24
117454,25
146793,0
25912,9
70911,23
64275,3
2449,14
87425,24
51882,0
144591,11
116965,16
81824,25
100813,5
16156,26
34158,6
97762,21
84426,2
37404,26
